runNo,evtNo,nJets,nLeptons,nBJets,category,mva,jetPt,jetEta,jetPhi,jetMass,jetMassSoftDrop,jetTau1,jetTau2,jetTau3,triggerBit
274335,1790812584,2,0,0,0,0.813722,[ 422.14706421  372.16061401],[-0.738419    0.06624993],[ 0.59067094 -2.72998762],[ 145.74143982  179.32214355],[ 134.5246582   177.66622925],[ 0.33147138  0.52005106],[ 0.17064065  0.27706277],[ 0.10382506  0.17739162],[ True False False False False False False False False False]
274335,1791010066,2,0,0,0,0.160373,[ 362.14154053  271.19805908],[ 1.20882833 -1.06755149],[-2.45815825  0.25814009],[ 122.54619598   85.27281952],[ 112.63305664   78.56864166],[ 0.30511975  0.3335683 ],[ 0.2397227   0.20332819],[ 0.17549023  0.17387021],[False  True  True False False False False False False False]
274335,1790607759,2,0,2,2,0.222067,[ 306.23110962  304.71218872],[ 0.77269638 -1.22093582],[ 1.67888677 -1.51264369],[ 82.58132172  85.83650208],[ 68.38076782  73.88762665],[ 0.28616735  0.20993063],[ 0.14971432  0.13992891],[ 0.10854993  0.10486333],[False  True False False False False False False False False]
274335,1790578648,2,0,0,1,0.108873,[ 294.90817261  282.71511841],[ 0.00596214  1.76875019],[-1.48792303  1.41598952],[ 74.50637817  72.76007843],[ 70.78808594  55.75500488],[ 0.16487902  0.22550769],[ 0.08860085  0.16506177],[ 0.0766237   0.11264914],[False  True  True False  True False False False False False]
274335,1790901936,2,0,1,1,0.260731,[ 438.45120239  351.99447632],[ 0.11470909  1.48157299],[-2.2760601   1.08238769],[ 131.77392578   73.94773865],[ 127.60998535   56.03594971],[ 0.26995707  0.18028772],[ 0.17281151  0.13721769],[ 0.11685398  0.08737461],[False  True  True False False False False False False False]
274335,1790687161,2,0,0,0,0.302419,[ 346.44866943  320.25927734],[-1.7543956   0.45198655],[ 1.66768348 -1.67491603],[ 117.43360901  126.48136139],[ 109.68314362  122.9588623 ],[ 0.2573368   0.40617076],[ 0.11671932  0.24264628],[ 0.09809113  0.19953147],[False  True False False False False False False False False]
274335,1790389246,2,0,0,1,0.186696,[ 432.17544556  421.78356934],[-1.19259596  0.80061466],[-0.11290365 -2.88277316],[ 112.08296204   98.65991974],[ 87.68436432  89.39952087],[ 0.21921466  0.13389897],[ 0.12901521  0.05545568],[ 0.1090735   0.04571102],[ True  True  True False False False False False False False]
274335,1789924220,2,0,0,1,0.432036,[ 810.22216797  517.81658936],[-0.25831354 -0.30893022],[ 1.80120647 -1.2755121 ],[ 240.75244141  176.70223999],[ 223.61917114  167.77540588],[ 0.31101272  0.29307467],[ 0.10554903  0.152079  ],[ 0.08118963  0.12172318],[ True  True  True False False False False False False False]
274335,1791373512,2,0,0,0,0.119944,[ 385.62179565  338.42953491],[ 0.11118225  0.03522109],[ 1.20453155 -1.8887862 ],[  95.76770782  135.97850037],[  71.69738007  135.11166382],[ 0.17807828  0.34077853],[ 0.10457376  0.20063348],[ 0.09129327  0.17291076],[False  True  True False  True False False False False False]
274335,1790758983,2,0,0,0,0.0475731,[ 341.91067505  251.50131226],[ 1.56982064  0.53551483],[-2.07727146  0.99589056],[ 95.84673309  69.51171875],[ 55.80657196  58.83137512],[ 0.25351313  0.16515732],[ 0.16392455  0.10704405],[ 0.14709134  0.08778296],[False  True False False False False False False False False]
274335,1790434170,2,0,1,1,0.620892,[ 423.34851074  404.73803711],[-0.27509108  2.09814358],[-1.33824229  2.05155635],[ 170.05070496  132.05986023],[ 164.11561584  117.80381775],[ 0.38324323  0.30249339],[ 0.27962747  0.12291445],[ 0.18797283  0.09770034],[False  True  True False False False False False False False]
274335,1791199250,2,0,1,0,0.199728,[ 475.22525024  393.58050537],[-0.86753446  1.34739113],[-0.86231393  2.25958276],[ 114.31523132  119.51623535],[ 105.8192215   104.43904114],[ 0.19812308  0.26036432],[ 0.10096291  0.13637356],[ 0.07510435  0.12039723],[ True  True  True False False False False False False False]
274335,1790988675,2,0,0,0,0.234016,[ 408.05905151  344.52713013],[ 1.30786788 -0.56516176],[-2.56138086  0.15252918],[ 167.82080078   96.05802155],[ 156.29814148   84.63036346],[ 0.45129955  0.25148937],[ 0.23499957  0.18877092],[ 0.1938488   0.15455416],[False  True  True False False False False False False False]
274335,1790383866,2,0,0,1,0.355359,[ 405.31616211  368.74362183],[-0.6518783   0.03460693],[ 0.99561828 -2.26550341],[ 152.51133728  137.27055359],[ 147.06806946   96.03627014],[ 0.35997218  0.36788991],[ 0.09451117  0.28022003],[ 0.08095232  0.23323759],[False  True  True False False False False False False False]
274335,1789951582,2,0,0,0,0.589797,[ 402.27774048  375.88671875],[-0.94670177  0.09756672],[-2.92055392  0.26803827],[ 113.10894012  104.46169281],[ 101.07936096  102.31375885],[ 0.31120706  0.16570039],[ 0.14302309  0.05957293],[ 0.10418259  0.0491259 ],[False  True  True False False False False False False False]
274335,1790482475,2,0,1,1,0.0995795,[ 292.59710693  282.23840332],[ 0.18453619  0.81045568],[ 1.16018569 -2.21070361],[ 84.32349396  78.74043274],[ 56.0898819   55.42531586],[ 0.28935704  0.23983996],[ 0.15234047  0.16600099],[ 0.12295256  0.14492437],[False  True False False False False False False False False]
274335,1790020947,2,0,0,0,0.503303,[ 393.10174561  381.25628662],[ 1.04899263  1.72157574],[-1.2554692   1.90751159],[  76.70281219  113.17235565],[  54.7433815   104.78170013],[ 0.16066565  0.33642238],[ 0.07105014  0.11908182],[ 0.0641841   0.08414585],[False  True  True False False False False False False False]
274335,1790626629,2,0,0,0,0.321751,[ 397.6479187   303.20956421],[-0.33055294  0.87169224],[-3.04919839 -0.3401815 ],[ 120.537117     71.56384277],[ 92.83864594  58.0963707 ],[ 0.31071901  0.1505889 ],[ 0.13633053  0.07522904],[ 0.10439284  0.06534388],[False  True  True False False False False False False False]
274335,1789934378,3,0,0,0,0.217639,[ 503.85687256  287.71609497  211.24533081],[-0.00758511  0.06165839  2.20221472],[ 2.82353592 -0.04409795 -0.40182534],[ 121.32285309   89.21355438   65.84253693],[ 113.62492371   83.8839798    63.12308884],[ 0.14634119  0.25472274  0.20542391],[ 0.07697649  0.16515075  0.125765  ],[ 0.05986184  0.11929626  0.10811978],[ True  True  True False False False False False False False]
274335,1791334368,2,0,0,0,0.193659,[ 511.99401855  262.68606567],[-0.93622243 -2.12328243],[ 0.03191084  2.85050607],[ 130.40071106   64.25604248],[ 113.83362579   55.5648613 ],[ 0.18899053  0.219502  ],[ 0.07301736  0.14273231],[ 0.06679405  0.10460521],[ True  True  True False False False False False False False]
274335,1790125560,2,0,0,0,0.198681,[ 494.63717651  455.78125   ],[-1.43373501  0.6472162 ],[-2.39710808  1.1191684 ],[ 167.54904175  101.11386871],[ 154.06921387   65.03366852],[ 0.29472703  0.14938137],[ 0.18427891  0.0906769 ],[ 0.13434504  0.07615425],[ True False False False False False False False False False]
274335,1791048434,2,0,0,0,0.647152,[ 518.92590332  434.41519165],[-0.18819547  2.25541735],[-0.76191109  2.32091689],[ 152.42260742  115.50169373],[ 146.99259949  105.50223541],[ 0.23064613  0.22316751],[ 0.11396752  0.13353109],[ 0.06182013  0.09956884],[ True  True  True False False False False False False False]
274335,1790286747,2,0,1,1,0.54931,[ 455.31307983  422.60708618],[-1.12420774  1.30793488],[-2.49984646  0.89293361],[ 173.44090271   80.15511322],[ 161.26913452   58.21341324],[ 0.35924655  0.17314407],[ 0.15015662  0.09295805],[ 0.0885775   0.08324526],[False  True  True False False False False False False False]
274335,1791229813,2,0,0,0,0.207152,[ 417.62115479  294.66494751],[ 0.84728038  0.49125758],[-1.163818    2.02197576],[  78.16085815  101.43018341],[ 57.61112213  98.50078583],[ 0.12373094  0.28705823],[ 0.05700876  0.21478222],[ 0.0520312   0.15126942],[ True  True  True False False False False False False False]
274335,1789987555,2,0,0,0,0.364449,[ 602.47290039  474.41845703],[ 1.74830127  1.00382912],[ 1.55951691 -1.6534183 ],[ 142.31378174  207.45426941],[  64.81491852  193.95904541],[ 0.18080157  0.48564902],[ 0.10367548  0.2180811 ],[ 0.09501404  0.16889137],[ True  True  True False False False False False False False]
274335,1789954242,2,0,1,1,0.757802,[ 600.81640625  553.09692383],[ 1.26674533  0.38648394],[ 0.78362644 -2.35217142],[ 108.58370209  246.00901794],[  54.18878174  235.10041809],[ 0.12140698  0.47044617],[ 0.06847291  0.26451868],[ 0.05183252  0.15099339],[ True  True  True False False False False False False False]
274335,1790708178,2,0,0,0,0.413462,[ 452.90402222  304.43688965],[-0.85281396  0.35752338],[ 0.14552258 -2.62289047],[ 127.04747772  108.35749817],[ 115.8351059   105.31221008],[ 0.22499667  0.27286524],[ 0.07503454  0.18820973],[ 0.06377881  0.12358439],[ True  True  True False False False False False False False]
274335,1790939940,2,0,0,0,0.225614,[ 361.26596069  303.20501709],[-0.62003607 -1.95986414],[ 1.11169064 -1.86672759],[ 105.68434143  103.16339111],[ 102.14319611   86.81962585],[ 0.20726942  0.33511654],[ 0.11674206  0.25256607],[ 0.10258689  0.1656601 ],[False  True  True False False False False False False False]
274335,1790079500,2,0,0,0,0.207342,[ 352.49798584  309.92306519],[ 0.69024038 -0.46926224],[-2.22395992  0.82170874],[ 132.03765869  109.74230194],[ 121.09877777   91.8161087 ],[ 0.33534181  0.35819885],[ 0.16794077  0.21676299],[ 0.14386784  0.17958689],[False  True False False False False False False False False]
274335,1790388748,2,0,0,0,0.410711,[ 362.31518555  287.79592896],[ 0.9128564  -0.82281238],[ 0.90434152 -2.8151989 ],[ 133.19293213  112.29696655],[ 125.09614563  105.89237976],[ 0.35128519  0.36613166],[ 0.19321482  0.24477172],[ 0.14432639  0.1738849 ],[False  True False False False False False False False False]
274335,1790314828,4,0,1,1,0.193054,[ 595.45874023  356.23840332  300.68814087  200.3724823 ],[-0.47903624  0.23509353  2.21022272  0.68211228],[ 0.75519562 -3.13590717 -1.23663461 -1.87260103],[  86.69166565  139.87731934   81.9511795    84.40065765],[  52.20223999  140.21556091   74.97994232   80.72029877],[ 0.08705637  0.42373756  0.1637326   0.44322982],[ 0.05521847  0.16330513  0.09562134  0.21137486],[ 0.04993633  0.14908151  0.08709802  0.18622597],[ True  True  True False False False False False False False]
274335,1790655290,2,0,0,0,0.056216,[ 478.55807495  476.74139404],[ 1.53794575  1.30314064],[-0.02014043 -3.12829781],[ 108.94799805  103.11656189],[ 64.39900208  54.23406982],[ 0.18881041  0.15899992],[ 0.15847304  0.09495288],[ 0.10264019  0.0900043 ],[ True  True  True False False False False False False False]
274335,1790304164,3,0,0,0,0.179423,[ 533.70733643  414.04602051  244.16455078],[ 0.24504124 -1.2775414  -0.42435643],[ 0.33002391 -2.07833529  2.61614585],[  92.09828186  130.4995575    71.181633  ],[  60.34660721  114.77385712   69.93331909],[ 0.10725793  0.32553929  0.19635944],[ 0.06344815  0.11391888  0.11014945],[ 0.05788726  0.1027782   0.08813065],[ True  True  True False False False False False False False]
274335,1790331064,2,0,0,0,0.147037,[ 394.03085327  326.87930298],[-1.40531862  1.86759269],[ 1.58151102 -2.06039262],[ 106.11106873   75.17208099],[ 81.33869171  69.29280853],[ 0.20776828  0.12576838],[ 0.11263665  0.05546986],[ 0.10268628  0.0419146 ],[False  True  True False False False False False False False]
274335,1791389939,2,0,0,0,0.724722,[ 426.8263855   285.30795288],[-1.73050916 -1.17023087],[-1.01445949  2.07009053],[ 163.38941956  104.35018921],[ 148.32553101   76.68010712],[ 0.43538451  0.30586296],[ 0.20010097  0.18048073],[ 0.11348108  0.12759241],[False  True  True  True False False False False False False]
274335,1790706760,2,0,0,0,0.259995,[ 476.87844849  436.50668335],[ 0.01640217  0.03108166],[-2.67285275  0.41757551],[ 93.32817841  80.71206665],[ 59.55521774  63.99454498],[ 0.10518417  0.15078759],[ 0.05727891  0.10676226],[ 0.03747587  0.07240943],[ True  True  True False False False False False False False]
274335,1791217242,2,0,0,0,0.419439,[ 462.27038574  425.40368652],[ 0.44436261  1.53659856],[-2.16226983  1.25200021],[ 89.35162354  87.04943085],[ 50.57740402  76.54296112],[ 0.152459    0.16427679],[ 0.08334039  0.07143569],[ 0.07254396  0.04232366],[ True  True  True False False False False False False False]
274335,1791311339,2,0,0,0,0.25475,[ 365.47128296  365.15615845],[-1.03482223 -0.55455184],[ 0.9793247  -2.16782832],[  70.74505615  126.08244324],[  55.72438049  118.73619843],[ 0.13273175  0.31827611],[ 0.08420471  0.13838361],[ 0.06169559  0.11305176],[False  True  True False False False False False False False]
274335,1790931152,2,0,0,0,0.299368,[ 575.0982666   542.93157959],[-1.12762487 -0.18006392],[-0.7242142   2.40338397],[ 134.58552551  118.82330322],[ 120.4344635    99.79514313],[ 0.20924443  0.22356986],[ 0.11454953  0.10712645],[ 0.07444034  0.09625696],[ True  True  True False False False False False False False]
274335,1790630985,2,0,1,1,0.18884,[ 408.10586548  391.16186523],[-1.77303624  0.0338322 ],[-0.42863983  2.89852905],[  79.71012878  119.13295746],[  50.3199501   114.14839935],[ 0.1095995  0.2889092],[ 0.07224944  0.12462349],[ 0.05783276  0.10332737],[False  True  True False False False False False False False]
274335,1790534656,2,0,0,0,0.522793,[ 403.26766968  367.396698  ],[-1.11830795  0.16098413],[-0.09280525  3.02322745],[ 136.6058197   108.27262115],[ 124.83381653  103.65052795],[ 0.27231997  0.21905743],[ 0.13666621  0.12394962],[ 0.08381987  0.09459955],[False  True  True False False False False False False False]
274335,1790344275,2,0,0,0,0.295822,[ 450.35668945  336.80645752],[-1.91770589 -0.88255054],[ 0.32180622 -2.76375461],[ 142.67381287   88.6993103 ],[ 134.71401978   51.2893486 ],[ 0.2108143   0.21073578],[ 0.0770581   0.11537793],[ 0.07067385  0.0874289 ],[False  True  True False False False False False False False]
274335,1790343980,2,0,0,0,0.731196,[ 490.4067688   242.06314087],[-0.68439692 -0.18677871],[-0.45657486  2.66370201],[ 172.34649658   77.04515076],[ 159.04556274   74.00652313],[ 0.33705577  0.23025338],[ 0.16923159  0.11045171],[ 0.10238188  0.07968611],[ True False False False False False False False False False]
274335,1790487334,2,0,0,0,0.34917,[ 344.02175903  316.88653564],[ 0.21108796 -0.16707012],[ 2.97519565 -0.26826471],[  95.64440155  108.53372955],[  91.34272766  103.28444672],[ 0.24951179  0.25501788],[ 0.13645543  0.11363872],[ 0.09899259  0.0915195 ],[False  True  True False False False False False False False]
274335,1790953243,2,0,1,0,0.55279,[ 435.98382568  241.80810547],[-0.22592391 -1.74375272],[-0.79891616 -2.48782802],[ 145.38041687   68.64976501],[ 135.99476624   58.55100632],[ 0.34381968  0.18444735],[ 0.1214112   0.08624683],[ 0.07795408  0.07552643],[False  True  True False False False False False False False]
274335,1790990544,2,0,0,0,0.592065,[ 471.83059692  311.13876343],[-1.39799094  0.47702691],[-0.7873832  2.6552403],[ 129.71377563   89.8212738 ],[ 86.53710175  81.34126282],[ 0.29169253  0.32146221],[ 0.14736687  0.19437215],[ 0.1257212  0.1020724],[ True  True  True False False False False False False False]
274335,1790961239,2,0,0,0,0.537518,[ 538.09100342  439.60205078],[-1.7413938   0.01546857],[-2.17292714  1.24571526],[ 138.13581848  136.07873535],[ 123.79910278  130.4100647 ],[ 0.21861655  0.27714887],[ 0.10825707  0.09769712],[ 0.09056065  0.06857365],[ True False False False False False False False False False]
274335,1790239063,2,0,0,0,0.553179,[ 338.26211548  200.64526367],[ 1.16933346 -0.68634981],[ 0.77706504  2.79016781],[ 140.31758118   72.73893738],[ 128.14033508   64.9413147 ],[ 0.43114772  0.30984583],[ 0.26670364  0.13687664],[ 0.20150623  0.10960783],[False  True False False False False False False False False]
274335,1790716165,2,0,1,1,0.239577,[ 290.64523315  243.55059814],[-1.01654267 -0.2237075 ],[ 0.41882759 -2.88551164],[ 81.42430115  89.9365387 ],[ 50.21068192  79.20217133],[ 0.21396168  0.39126709],[ 0.13978907  0.20526598],[ 0.1208807   0.15426481],[False  True  True False False False False False False False]
274335,1790908801,2,0,0,0,0.285414,[ 321.15365601  270.08569336],[-0.62078762 -1.19494319],[ 1.21605682 -1.72869933],[ 127.35489655   76.86556244],[ 122.93373871   53.78868103],[ 0.35540307  0.26830107],[ 0.11554031  0.17228337],[ 0.09238441  0.13232371],[False  True False False False False False False False False]
274335,1790884382,2,0,0,0,0.241673,[ 459.66186523  254.082901  ],[-0.43151239  0.67405885],[-0.19414048 -3.08122444],[ 108.74595642   68.08174896],[ 81.61698914  58.12833786],[ 0.24435654  0.22095253],[ 0.14631248  0.1071379 ],[ 0.10333768  0.0913064 ],[ True  True  True False False False False False False False]
274335,1789829363,2,0,1,0,0.675003,[ 669.27923584  254.1071167 ],[-1.54441071 -1.91820598],[ 0.270457    2.38644266],[ 242.64294434   81.46029663],[ 230.55099487   75.37664032],[ 0.37498322  0.23404075],[ 0.1039626  0.0744783],[ 0.08647415  0.057869  ],[ True  True  True False False False False False False False]
274335,1790142934,2,0,0,0,0.238011,[ 316.331604    292.19024658],[ 0.8994624   1.43695736],[ 1.31102681 -1.84484708],[ 105.98946381  126.95568848],[  95.59975433  119.03092957],[ 0.37421441  0.41554353],[ 0.11898811  0.19289488],[ 0.10937054  0.1727455 ],[False  True False False False False False False False False]
274335,1791193477,2,0,1,1,0.337436,[ 518.95690918  313.26559448],[-1.58053803  0.73821038],[-0.6579141   2.14412022],[ 100.30315399  119.08864594],[  62.95920181  116.66188049],[ 0.17082155  0.32158673],[ 0.07654773  0.1379734 ],[ 0.05701883  0.12227901],[ True  True  True False False False False False False False]
