runNo,evtNo,nJets,nLeptons,nBJets,category,mva,jetPt,jetEta,jetPhi,jetMass,jetMassSoftDrop,jetTau1,jetTau2,jetTau3,triggerBit
274335,1788706667,2,0,0,0,0.129514,[ 351.66433716  268.10986328],[-0.17965709  0.35874203],[-1.97302532  1.58634663],[ 117.14949036   80.68082428],[ 110.39402008   80.01636505],[ 0.35648239  0.21851966],[ 0.1330861   0.15111397],[ 0.11299804  0.13079305],[False  True  True False False False False False False False]
274335,1788433374,2,0,1,1,0.255934,[ 582.63287354  516.51312256],[-1.22874773 -0.89037436],[ 2.10441518 -0.98535329],[ 128.4691925   120.57062531],[ 97.12996674  89.66838074],[ 0.14673501  0.19774419],[ 0.06787533  0.09427624],[ 0.05554489  0.0782853 ],[ True  True  True False False False False False False False]
274335,1789062734,2,0,0,0,0.354379,[ 623.12036133  567.39331055],[-0.43494239 -0.02328594],[ 0.97278464 -2.04279995],[ 148.37329102  129.26560974],[ 120.43745422   87.17316437],[ 0.23740245  0.20061986],[ 0.06783944  0.13307048],[ 0.05524394  0.09498274],[ True  True  True False False False False False False False]
274335,1789564437,2,0,0,0,0.548328,[ 421.29501343  365.712677  ],[ 0.47101718  1.2576164 ],[-0.67569059  2.51908636],[  74.74700928  146.57382202],[  55.88397598  133.71299744],[ 0.12515138  0.43684512],[ 0.08698646  0.20943904],[ 0.04958274  0.16104834],[False  True  True False False False False False False False]
274335,1789376118,2,0,0,0,0.209574,[ 354.12582397  309.47598267],[ 1.12155545 -1.33823764],[-1.489025    1.94626987],[ 115.42666626  101.44309998],[ 88.09005737  94.47367096],[ 0.34683141  0.25059822],[ 0.19566014  0.16126806],[ 0.1548624   0.12224869],[False  True False False False False False False False False]
274335,1789114817,2,0,0,0,0.568906,[ 403.28533936  369.73184204],[ 0.66224033 -0.37531537],[ 0.70232993 -2.38396573],[ 108.92816162  107.27172089],[ 80.90920258  81.60588074],[ 0.23288853  0.2952612 ],[ 0.09314504  0.15345336],[ 0.07472289  0.10097831],[False  True  True False False False False False False False]
274335,1788948422,2,0,0,0,0.0740292,[ 756.23065186  548.62365723],[-1.57810879 -0.37599483],[ 1.06677938 -2.00216842],[ 153.00804138   98.6570816 ],[ 123.05104828   57.98319626],[ 0.15153375  0.11673547],[ 0.07168614  0.0889182 ],[ 0.05294307  0.0733541 ],[ True  True  True False  True False False False False False]
274335,1788558738,2,0,0,0,0.921979,[ 308.32312012  306.6355896 ],[-1.64920628 -2.39789939],[-1.41472769  1.75048292],[  83.17655945  126.48042297],[  69.50643158  122.91083527],[ 0.27389756  0.39728978],[ 0.15229002  0.21590707],[ 0.09996555  0.10064314],[False  True False False False False False False False False]
274335,1789098499,2,0,0,0,0.741491,[ 318.17868042  300.47064209],[ 0.57605934  0.02174765],[-1.56628227  1.62370551],[  92.01357269  152.94387817],[  90.41282654  155.58985901],[ 0.19864744  0.55761325],[ 0.11829187  0.3548753 ],[ 0.08763776  0.22499977],[False  True False False False False False False False False]
274335,1789473022,2,0,0,0,0.165977,[ 397.70565796  339.16174316],[ 1.75744951 -0.61115658],[ 1.90039206 -1.305179  ],[ 80.34025574  86.55302429],[ 57.57812119  80.55382538],[ 0.18695366  0.20890291],[ 0.10859518  0.17289206],[ 0.08185516  0.10282593],[False  True  True False False False False False False False]
274335,1788946716,2,0,0,2,0.102506,[ 361.96875     350.88613892],[ 1.23346722 -0.49797097],[ 1.59445322 -1.44031489],[ 124.47925568   96.83261108],[ 114.61987305   80.02571869],[ 0.32776809  0.22841388],[ 0.11889776  0.18937746],[ 0.10555343  0.14191969],[False  True False False False False False False False False]
274335,1789264778,2,0,0,0,0.44785,[ 403.27682495  233.91389465],[-0.90551567  0.01587895],[-0.31709391 -2.57252526],[ 173.8433075    74.22257996],[ 163.18095398   50.20168686],[ 0.41661271  0.24774052],[ 0.29727921  0.19555637],[ 0.20143566  0.147687  ],[False  True  True False False False False False False False]
274335,1788268036,2,0,0,0,0.188231,[ 452.45391846  433.20727539],[ 0.24809232  0.75597829],[ 2.16458845 -0.80912161],[ 114.85891724  112.06937408],[ 102.10993958  105.68042755],[ 0.23115516  0.1754663 ],[ 0.11374823  0.10257641],[ 0.09409161  0.07465432],[ True  True  True False False False False False False False]
274335,1788290449,2,0,0,0,0.094311,[ 410.70205688  406.5451355 ],[-1.85152173 -1.49023235],[-1.94843602  1.66171062],[ 117.84042358  107.94282532],[ 69.18622589  79.62267303],[ 0.27841499  0.20862907],[ 0.18982385  0.13508564],[ 0.14582834  0.11311579],[False  True  True False False False False False False False]
274335,1788494319,2,0,1,1,0.0887844,[ 445.16760254  391.34841919],[ 0.78414303 -0.80993766],[-2.42746305  0.89313203],[ 106.91345215  113.87084198],[ 78.27097321  99.02042389],[ 0.21453625  0.24382724],[ 0.15864134  0.1709692 ],[ 0.10285997  0.14669348],[False  True  True False False False False False False False]
274335,1788319646,2,0,1,0,0.42806,[ 395.26092529  306.59414673],[-1.15769851  1.2776829 ],[ 1.29675734 -1.50787413],[ 126.09015656   77.00523376],[ 112.02529144   69.07777405],[ 0.33681118  0.22759436],[ 0.11154681  0.12968107],[ 0.09254412  0.08601804],[False  True  True False False False False False False False]
274335,1788195759,2,0,1,1,0.18803,[ 330.69363403  261.26318359],[-2.31920385 -0.6573537 ],[ 1.84914565 -1.40727973],[ 86.45505524  79.15802002],[ 77.7268219   73.82731628],[ 0.19239035  0.26869702],[ 0.14157857  0.12042967],[ 0.09860861  0.09879748],[False  True False False False False False False False  True]
274335,1788838528,2,0,0,0,0.490744,[ 589.63964844  542.52386475],[ 0.45149088 -0.89281255],[-1.74562693  1.46780682],[ 100.9372406   185.78898621],[  78.20133972  177.04045105],[ 0.08909424  0.35990691],[ 0.0500625   0.14075008],[ 0.0383352   0.09019934],[ True  True  True False False False False False False False]
274335,1789694112,2,0,0,0,0.483065,[ 432.06625366  355.42294312],[ 2.30589366  1.82245183],[ 1.72063184 -1.1693399 ],[ 118.62673187  102.54399872],[ 100.18357086   84.74141693],[ 0.15188377  0.29465446],[ 0.07624678  0.16568664],[ 0.0649274   0.10139938],[False  True  True False False False False False False False]
274335,1789590959,2,0,0,1,0.158868,[ 518.26367188  490.90948486],[-1.58373523 -1.55974305],[ 1.46546102 -1.85218322],[ 119.86493683  117.45982361],[ 105.65656281   93.09902954],[ 0.16859162  0.19270368],[ 0.07168851  0.1100303 ],[ 0.06153351  0.09595145],[ True  True  True False False False False False False False]
274335,1789127350,2,0,0,0,0.227789,[ 352.47238159  322.90078735],[ 1.73251319  0.00973385],[ 3.08435154  0.27475262],[ 100.92829895   90.79460144],[ 92.9511795   88.19791412],[ 0.28686625  0.24867016],[ 0.13296214  0.18618523],[ 0.11004177  0.11598473],[False  True  True False False False False False False False]
274335,1789125110,2,0,0,0,0.128758,[ 469.35128784  383.60519409],[ 0.16625719 -0.80713505],[ 0.90479374 -2.11991143],[ 129.8046875    93.87367249],[ 125.44545746   52.63380051],[ 0.20111617  0.23791902],[ 0.12140831  0.15423895],[ 0.09418737  0.11356286],[ True  True  True False False False False False False False]
274335,1788482265,2,0,0,0,0.161847,[ 380.89694214  357.79885864],[ 0.70766473 -2.35977411],[-2.90061736  0.3128885 ],[ 139.36984253   97.64083862],[ 132.59928894   88.8911972 ],[ 0.31125206  0.21736562],[ 0.15947682  0.12970428],[ 0.14526218  0.08770946],[False  True  True False False False False False False False]
274335,1788615200,2,0,0,1,0.335377,[ 365.16137695  281.181427  ],[-0.34934774  0.77829337],[ 2.84655285 -0.12725627],[ 115.44245148  122.84445953],[ 108.03871155  101.76065063],[ 0.23080967  0.47185388],[ 0.13395204  0.22597317],[ 0.11390747  0.17771052],[False  True  True False False False False False False False]
274335,1789069880,2,0,1,0,0.58515,[ 370.16567993  359.71728516],[-1.92804873 -1.39929926],[ 1.82728326 -1.31670666],[  93.63941193  157.83961487],[  51.96833801  144.64822388],[ 0.23302233  0.47602805],[ 0.10616058  0.23611617],[ 0.07748944  0.17184886],[False  True  True False False False False False False False]
274335,1789369976,2,0,0,0,0.112214,[ 275.90466309  271.63006592],[ 1.3228749   0.55504733],[ 0.67528546 -1.12976539],[ 92.21760559  88.66085052],[ 80.31288147  84.96894073],[ 0.3339926   0.28513581],[ 0.19005537  0.22273682],[ 0.17104144  0.15227248],[False  True  True False False False False False False False]
274335,1788362104,2,0,1,0,0.507969,[ 454.29519653  411.27993774],[ 0.44850421 -1.39575267],[ 2.92555499 -0.27567157],[ 151.05583191  130.14053345],[ 145.71292114  119.480896  ],[ 0.3226454   0.29746145],[ 0.06682676  0.15435328],[ 0.05735557  0.1147783 ],[ True  True  True False False False False False False False]
274335,1788624885,2,0,0,0,0.297438,[ 371.11114502  348.17074585],[-0.79530549 -1.65272081],[ 0.13121058 -3.05413699],[ 100.16107178   90.39014435],[ 75.92072296  80.01864624],[ 0.22130141  0.29579961],[ 0.14724329  0.07828114],[ 0.11706743  0.0721273 ],[False  True  True False False False False False False False]
274335,1789442357,2,0,0,0,0.375528,[ 509.5017395   225.68907166],[ 0.72352797  0.37911347],[ 2.28204751  0.1953903 ],[ 110.14246368   84.27710724],[ 76.05000305  81.73921204],[ 0.20393859  0.35244417],[ 0.09456639  0.23565878],[ 0.07594639  0.16629346],[ True  True  True False False False False False False False]
274335,1788445683,2,0,0,0,0.246802,[ 391.33670044  321.00750732],[ 0.84293622  1.3120327 ],[ 2.71121621 -0.1571041 ],[ 100.87695312  104.19529724],[ 84.66883087  98.13557434],[ 0.20400643  0.22384267],[ 0.13182187  0.12910393],[ 0.08352999  0.10124093],[False  True  True False False False False False False False]
274335,1789502810,2,0,0,0,0.875176,[ 887.19995117  742.60662842],[ 0.74447298 -0.94480264],[ 0.56983733 -2.4117837 ],[ 226.72831726  232.64007568],[ 194.42153931  217.07206726],[ 0.27854648  0.21694571],[ 0.14767842  0.10918143],[ 0.07128832  0.07960703],[ True  True  True False False False False False False False]
274335,1789578762,2,0,0,0,0.786908,[ 420.67779541  302.49905396],[ 0.55835569 -0.13017099],[-0.21545522 -2.70327115],[  95.11301422  118.08482361],[  79.84529877  113.38065338],[ 0.17802733  0.39526409],[ 0.1135055   0.25022951],[ 0.09546537  0.11740909],[ True  True  True False False False False False False False]
274335,1789529469,2,0,0,0,0.239505,[ 564.64904785  469.81417847],[ 0.89046454  1.98388863],[ 1.51190341 -1.67608321],[ 131.01344299  172.00230408],[  86.60170746  140.54626465],[ 0.15713537  0.28218475],[ 0.09698422  0.14699604],[ 0.07165197  0.11239175],[ True  True  True False False False False False False False]
274335,1788887655,2,0,0,0,0.668451,[ 342.36233521  279.40536499],[ 0.30571622 -0.03051772],[ 2.8919673  -0.06933562],[ 122.09741211   79.10250854],[ 118.82253265   72.13905334],[ 0.34077278  0.22540839],[ 0.19296712  0.10699625],[ 0.10597093  0.0955442 ],[False  True  True False False False False False False False]
274335,1789338349,2,0,0,0,0.139225,[ 379.56954956  355.83810425],[-1.61746371  1.3873471 ],[ 2.65736556 -0.5351159 ],[  90.96537781  125.3008728 ],[  58.21128082  113.70580292],[ 0.16948313  0.34178329],[ 0.12052683  0.17659135],[ 0.10498878  0.14128533],[False  True  True False False False False False False False]
274335,1789120495,2,0,0,0,0.23102,[ 318.6786499   316.77111816],[-0.81252259 -0.34417802],[ 2.10911012 -0.9415887 ],[  75.30258179  100.62003326],[ 66.35206604  93.14173126],[ 0.14734559  0.29101944],[ 0.09599247  0.10521559],[ 0.07051817  0.09371281],[False  True  True False False False False False False False]
274335,1788470951,2,0,0,0,0.544225,[ 630.28131104  445.09811401],[-1.30060244 -1.16001439],[-2.78538132  0.4680475 ],[ 257.57266235  138.34725952],[ 234.03726196  115.94000244],[ 0.41058791  0.33451188],[ 0.15566184  0.12764701],[ 0.13156827  0.08608649],[ True  True  True False False False False False False False]
274335,1789482505,2,0,0,0,0.142415,[ 564.60400391  452.91268921],[-0.10348593 -0.06026561],[ 0.80884546 -2.37256956],[ 143.13345337  104.31520844],[ 114.74729156   65.76551819],[ 0.23876062  0.18003985],[ 0.13065171  0.1101163 ],[ 0.10726994  0.07886411],[ True False False False False False False False False False]
274335,1789784890,2,0,0,0,0.195397,[ 389.33053589  233.85441589],[ 0.325371   -0.98667663],[ 0.3414934  -1.53615105],[ 76.12703705  93.70214844],[ 50.97452164  90.31687927],[ 0.11384901  0.44476479],[ 0.06407668  0.1006225 ],[ 0.05095968  0.09148698],[False  True  True False False False False False False False]
274335,1789408579,2,0,0,0,0.0955241,[ 537.37310791  270.19683838],[-1.17792225  0.05932041],[ 0.99449468 -1.81543279],[ 137.73980713   87.36439514],[ 102.22927856   84.5872345 ],[ 0.18481366  0.2659044 ],[ 0.09558032  0.17215872],[ 0.08133611  0.14718623],[ True  True  True False False False False False False False]
274335,1788251951,2,0,0,1,0.631987,[ 375.82901001  339.34320068],[-0.83589619  0.91827822],[-2.83107591 -0.39172661],[ 115.12372589  154.8120575 ],[ 102.50764465  144.34962463],[ 0.33878413  0.48556936],[ 0.09987546  0.27829835],[ 0.08890756  0.18750313],[False  True  True False False False False False False False]
274335,1788417469,2,0,1,1,0.0201656,[ 490.9079895   430.71261597],[-1.07311094  1.22575426],[ 2.63114333 -0.36457598],[ 109.14936066   98.62055206],[ 51.21871567  62.52845001],[ 0.18225503  0.14987327],[ 0.14845017  0.09667311],[ 0.13151246  0.08620302],[ True  True  True False False False False False False False]
274335,1789024476,2,0,0,0,0.310842,[ 405.57177734  324.13922119],[-1.59713626  0.3796066 ],[ 0.43345368 -3.05207396],[ 109.10466003  117.0042572 ],[  57.35344315  113.52539062],[ 0.24776947  0.27750781],[ 0.1672148   0.11363505],[ 0.12415582  0.08593275],[False  True  True False False False False False False False]
274335,1789753375,2,0,1,1,0.434386,[ 339.1270752   295.74386597],[-1.39766073 -1.75806797],[ 1.22747946 -1.9448415 ],[ 86.53617096  93.08717346],[ 79.30157471  85.5832901 ],[ 0.16463478  0.29141191],[ 0.06040525  0.10942861],[ 0.05200277  0.09383176],[False  True False False False False False False False False]
274335,1790000427,2,0,0,0,0.242228,[ 611.41265869  570.04449463],[-1.843624   -1.02971709],[-2.95031738  0.08634309],[ 142.09562683  124.43132019],[ 130.24780273   77.47215271],[ 0.16597973  0.2153078 ],[ 0.09298313  0.09928208],[ 0.07345107  0.07959067],[ True  True  True False False False False False False False]
274335,1791033059,2,0,0,2,0.765402,[ 377.98843384  282.12390137],[-0.16134097 -2.24767137],[ 1.18410492 -1.11018026],[ 131.09423828   91.53504944],[ 122.99968719   62.4238739 ],[ 0.30672568  0.29526708],[ 0.07569233  0.12952222],[ 0.06308969  0.07980292],[False  True  True False False False False False False False]
274335,1791106971,2,0,0,0,0.243848,[ 642.65722656  236.1484375 ],[ 0.83626795 -1.29604626],[ 2.21054316 -1.85264099],[ 167.45980835   78.00189209],[ 131.92481995   61.09316254],[ 0.26371133  0.30821121],[ 0.14231756  0.17760599],[ 0.09668709  0.16000853],[ True  True  True False False False False False False False]
274335,1790033724,2,0,1,1,0.0633618,[ 500.95349121  469.91674805],[-0.42159608  1.01313114],[ 0.01365522  3.05894756],[ 116.48577881  111.33159637],[ 50.89549255  81.51412964],[ 0.20561872  0.20736574],[ 0.13650949  0.13048159],[ 0.12078721  0.09673833],[ True  True  True False False False False False False False]
274335,1789843493,2,0,0,0,0.309747,[ 528.61700439  345.33956909],[-0.66239959  0.09015653],[ 2.13423419 -1.0764097 ],[ 114.87368011  117.44982147],[  85.53920746  101.15913391],[ 0.16615124  0.36406332],[ 0.08418965  0.21522376],[ 0.06764869  0.16731605],[ True  True  True False False False False False False False]
274335,1790779823,2,0,0,1,0.34873,[ 261.75698853  220.92401123],[ 1.07988381  1.26257241],[ 0.18620266  1.30116677],[ 103.85388184   83.00770569],[ 97.14657593  75.24001312],[ 0.4217751   0.40868923],[ 0.17555958  0.09911788],[ 0.14676648  0.09223557],[ True False False False False False False False False False]
274335,1789996143,2,0,0,0,0.849309,[ 573.16088867  533.84521484],[ 1.74588966 -0.41928965],[ 1.34718788 -2.29458404],[ 124.76028442  176.21878052],[  82.55583954  169.42855835],[ 0.19926453  0.27782217],[ 0.06227862  0.18190344],[ 0.05260025  0.08347967],[ True  True  True False False False False False False False]
274335,1790464297,2,0,1,0,0.637993,[ 329.78503418  292.89028931],[-1.56445289 -1.54347026],[ 0.88468891 -2.25259495],[ 113.20928955  120.26073456],[ 105.82897949  112.57252502],[ 0.25133041  0.39141157],[ 0.0896689   0.17020096],[ 0.07227811  0.11906418],[False  True False False False False False False False False]
274335,1790508329,2,0,0,0,0.100683,[ 323.06152344  320.27044678],[ 1.74501896 -0.78742701],[-2.69950819  0.57982141],[ 81.8360672   97.91675568],[ 66.79356384  93.81584167],[ 0.18468674  0.22164722],[ 0.12307585  0.11235403],[ 0.10494384  0.0924056 ],[False  True False False False False False False False False]
274335,1790612481,2,0,0,0,0.407621,[ 380.17959595  321.00952148],[ 1.68348587  1.7410419 ],[-1.74023139  1.59042907],[ 138.11206055  115.34836578],[ 129.22921753  104.46880341],[ 0.35146156  0.31312367],[ 0.18411353  0.18158901],[ 0.12858984  0.13902667],[False  True  True False False False False False False False]
274335,1791434569,2,0,0,1,0.752496,[ 469.06625366  345.95730591],[ 0.47812945  0.26438171],[-2.32139039  0.82807207],[ 152.94924927   84.28894043],[ 142.78282166   61.64127731],[ 0.36193517  0.22806199],[ 0.1441728   0.13964045],[ 0.07079189  0.1136009 ],[ True  True  True False False False False False False False]
274335,1790472569,2,0,0,0,0.311351,[ 369.16970825  249.15948486],[ 0.44946548  1.76560366],[-2.77621412  1.22832477],[ 113.11168671   71.34013367],[ 106.51468658   62.99980545],[ 0.31055313  0.20094126],[ 0.12100709  0.11198924],[ 0.09006108  0.09626698],[False  True  True False False False False False False  True]
274335,1790450197,2,0,0,0,0.264609,[ 387.60012817  340.5032959 ],[ 0.175056    1.24529731],[-0.7876938  2.3508184],[ 102.93147278   90.41921234],[ 87.82556152  80.52896118],[ 0.24541797  0.19559728],[ 0.14648712  0.0819177 ],[ 0.10748617  0.07421573],[False  True  True False False False False False False False]
274335,1790300104,2,0,0,0,0.322381,[ 359.73220825  244.50384521],[-1.79480779  0.84629172],[-0.84349257  1.6642276 ],[ 114.74577332   88.26654816],[ 105.29557037   82.92581177],[ 0.21125029  0.34966817],[ 0.08386625  0.19984289],[ 0.07193433  0.15795766],[False False False False False False False False False  True]
274335,1790854088,2,0,0,1,0.211535,[ 312.14215088  284.16189575],[ 0.00439237  1.59041774],[ 1.64961374 -1.53331566],[  93.85255432  106.35523224],[ 95.46172333  86.87480927],[ 0.19370016  0.38438904],[ 0.12466157  0.15798952],[ 0.10776756  0.12917252],[False  True False False False False False False False False]
274335,1790692797,2,0,0,0,0.242725,[ 344.70269775  335.4152832 ],[ 1.77195156  1.10205698],[-0.05261403  3.12625098],[ 136.50598145  101.58840942],[ 129.28469849   53.88460159],[ 0.41071784  0.26618344],[ 0.11433593  0.1683709 ],[ 0.09865849  0.12431571],[False  True  True False False False False False False False]
274335,1791083918,2,0,1,0,0.324034,[ 325.24969482  298.97402954],[-0.09622008 -0.89149076],[-2.87736964  0.69590086],[ 122.46925354   83.46164703],[ 107.41454315   51.97965622],[ 0.35767063  0.23752964],[ 0.21884777  0.13497008],[ 0.16079354  0.10834152],[False  True False False False False False False False False]
274335,1790603116,2,0,1,1,0.481009,[ 408.60339355  370.92825317],[ 0.30160823  1.03234971],[-0.6182465  2.4271512],[ 156.79598999   79.8274231 ],[ 153.66784668   51.33197021],[ 0.30647585  0.2098501 ],[ 0.08868484  0.09033366],[ 0.07932997  0.07339996],[False  True  True False False False False False False False]
274335,1790435127,2,0,0,0,0.263555,[ 425.50985718  320.68557739],[-0.87141907 -1.74414623],[-2.54137874  0.69410962],[ 128.75296021  100.76612854],[ 121.87505341   62.62910461],[ 0.2633839   0.28074414],[ 0.17646068  0.13858123],[ 0.11044271  0.12429447],[False  True  True False False False False False False False]
274335,1790385837,2,0,1,1,0.263668,[ 344.63406372  268.16345215],[-0.20718038  1.6320523 ],[ 2.98680782 -0.1178449 ],[ 87.04389954  85.10350037],[ 80.57333374  75.71442413],[ 0.16153739  0.31064487],[ 0.07253004  0.19300424],[ 0.05677597  0.15550058],[False  True False False False False False False False False]
274335,1790235751,2,0,0,0,0.583222,[ 381.21502686  359.40988159],[-0.60208881  0.9903366 ],[-0.32858354  2.77448678],[ 111.6316452   138.30319214],[  92.9487381   121.03649902],[ 0.27689764  0.34369966],[ 0.14504731  0.12061387],[ 0.09997561  0.09226755],[False  True  True False False False False False False False]
274335,1790406346,2,0,1,0,0.646183,[ 348.89401245  250.04521179],[-0.05195009 -0.01103998],[ 1.64384449 -2.43907905],[ 111.33018494  107.28562164],[ 106.14003754  106.28800964],[ 0.26393229  0.45476037],[ 0.17003588  0.32218236],[ 0.10918792  0.21739796],[False  True  True False False False False False False False]
274335,1791253080,2,0,1,1,0.509421,[ 324.39373779  312.57949829],[ 1.50534797  0.26584753],[-1.45149422  1.92326331],[  99.84375763  112.17678833],[  93.54197693  109.34407043],[ 0.2650733   0.37658757],[ 0.09701464  0.1730458 ],[ 0.09176545  0.12085841],[False  True False False False False False False False False]
274335,1789797063,2,0,0,0,0.410926,[ 360.38870239  332.19732666],[ 0.38848445  0.89895052],[ 0.77542692 -2.42479014],[ 104.71255493  112.67678833],[  77.29608154  107.76494598],[ 0.22171533  0.36455104],[ 0.19089437  0.14608163],[ 0.14237466  0.09801113],[False  True False False False False False False False False]
274335,1791190944,2,0,1,1,0.488533,[ 326.62191772  322.02597046],[-0.73375064  1.92173302],[-1.29782319  1.91329277],[ 142.92643738   83.49144745],[ 139.42219543   63.32641602],[ 0.48787147  0.27589837],[ 0.23407589  0.17334037],[ 0.1568822   0.12624443],[False  True False False False False False False False False]
274335,1790664544,2,0,0,0,0.222823,[ 475.84365845  311.97824097],[-0.3743102  -1.50412071],[ 1.61930144 -1.40627265],[ 140.21728516   95.70636749],[ 117.86158752   85.21640015],[ 0.26957586  0.24543065],[ 0.0987706   0.13215193],[ 0.08522785  0.12021338],[ True  True  True False False False False False False False]
274335,1790840207,2,0,0,0,0.259959,[ 395.71643066  386.55032349],[-1.66098583 -0.11797284],[ 0.2563566   1.29235053],[ 101.13938141  119.06154633],[ 92.9709549   90.47934723],[ 0.16771257  0.26505288],[ 0.07423304  0.19440332],[ 0.06163499  0.12942208],[ True  True  True False False False False False False False]
274335,1791386749,2,0,0,0,0.92337,[ 318.29367065  261.45617676],[ 0.6142593   0.50582385],[-1.69588792  1.67738569],[ 100.83337402   89.37381744],[ 86.14375305  69.43732452],[ 0.33936131  0.27210599],[ 0.1870991   0.13306791],[ 0.09121417  0.08842125],[False  True False False False False False False False False]
274335,1791350908,2,0,1,1,0.275775,[ 363.84283447  321.59631348],[ 0.39581928  0.50595522],[ 0.11568944 -2.75631976],[ 120.90616608  102.09983063],[ 95.82736206  91.46606445],[ 0.28583172  0.31956106],[ 0.19136652  0.13344562],[ 0.14519303  0.10502858],[False  True False False False False False False False False]
274335,1789884006,2,0,1,1,0.320789,[ 403.87341309  249.11080933],[-0.00439612 -1.03856289],[ 1.37659717 -1.02325892],[ 70.82392883  95.36654663],[ 55.67735291  92.48825836],[ 0.10324211  0.35981104],[ 0.04970171  0.19028071],[ 0.04178962  0.15307902],[False  True  True False False False False False False False]
274335,1791367742,2,0,0,1,0.431436,[ 349.47967529  298.88391113],[ 0.41776621  0.39345455],[-1.04825222  2.0969758 ],[ 88.66364288  80.83969116],[ 76.14922333  55.58230209],[ 0.2821269   0.24369191],[ 0.12420427  0.17448051],[ 0.073813    0.14867498],[False  True  True False False False False False False False]
274335,1790444873,2,0,0,0,0.531823,[ 322.1585083   318.57778931],[ 1.79881489  1.66598463],[-1.20951986  1.41103756],[  79.24375916  125.05496979],[  55.47557068  115.59358978],[ 0.24272597  0.39767891],[ 0.09228274  0.12014979],[ 0.07547053  0.09805856],[False  True False False False False False False False False]
274335,1790297020,2,0,0,0,0.563664,[ 467.5894165   418.48635864],[-1.37363541 -0.92786902],[ 0.29560715 -2.80148411],[ 133.23474121   93.85908508],[ 117.36156464   76.60562134],[ 0.27872977  0.15663883],[ 0.15420127  0.09312773],[ 0.09903933  0.06021443],[ True  True  True False False False False False False False]
274335,1790574113,2,0,1,1,0.203944,[ 393.00390625  288.33816528],[ 1.25545835  0.54122591],[-2.88984418  0.23773885],[ 120.01226807   99.35745239],[ 87.17842865  64.20084381],[ 0.30511713  0.34890741],[ 0.16676083  0.18805662],[ 0.13808575  0.1550647 ],[False  True  True False False False False False False False]
274335,1790520347,2,0,0,0,0.384592,[ 638.33026123  449.50952148],[ 0.36971939  0.64729142],[ 2.05428529 -1.31632626],[ 129.77105713  157.83187866],[  83.16703796  152.55256653],[ 0.16552244  0.28290352],[ 0.08055656  0.1184768 ],[ 0.07427011  0.08503126],[ True  True  True False False False False False False False]
274335,1791232686,2,0,0,0,0.705558,[ 436.20028687  345.1164856 ],[ 0.65274101 -0.93246412],[-1.37446976  2.25158167],[ 167.96437073  124.42979431],[ 150.95675659  118.9252243 ],[ 0.41322973  0.40882546],[ 0.25225195  0.10682613],[ 0.15259932  0.09902883],[False  True  True False False False False False False False]
274335,1791073634,2,0,0,0,0.138161,[ 470.45898438  342.46868896],[-0.90511972  1.26617336],[ 0.58099383 -2.52452874],[ 142.10218811   92.3237381 ],[ 133.95214844   74.22239685],[ 0.28874636  0.1812118 ],[ 0.09520797  0.12361631],[ 0.0830619   0.11095336],[ True  True  True False False False False False False False]
274335,1790989760,2,0,0,0,0.705739,[ 427.06710815  353.02618408],[-0.16817944  1.79867876],[ 2.98939872 -0.7115069 ],[ 171.41175842   90.7279129 ],[ 165.10877991   54.15552521],[ 0.41408059  0.24813658],[ 0.1609631   0.10291779],[ 0.10006192  0.08145458],[False  True  True  True False False False False False False]
274335,1790638097,2,0,1,0,0.391312,[ 556.64251709  454.07278442],[-1.51360428  1.41467798],[ 1.7305783  -1.63519251],[ 261.77023315  105.99117279],[ 248.38194275   76.79779053],[ 0.52854759  0.19638252],[ 0.17552027  0.12456387],[ 0.09775604  0.09924747],[ True  True  True False  True False False False False False]
274335,1791440004,2,0,0,0,0.28251,[ 423.14852905  311.21188354],[-0.77825826 -0.63765937],[ 2.37938762  0.87827826],[ 175.40071106  110.83965302],[ 172.26422119  107.35004425],[ 0.37726063  0.3007918 ],[ 0.16473676  0.12845179],[ 0.14127815  0.11698131],[ True  True  True False False False False False False False]
274335,1790517118,2,0,0,1,0.273814,[ 507.62637329  483.37045288],[-0.63410056  0.60907751],[ 1.10883486 -2.03068471],[ 104.50558472  172.47015381],[  57.76836395  167.07383728],[ 0.12611969  0.32830089],[ 0.07797343  0.13788392],[ 0.07063837  0.1013326 ],[ True  True  True False False False False False False False]
274335,1790495043,2,0,0,0,0.395132,[ 427.39691162  239.0836792 ],[-0.51103777  1.37520683],[-0.56301904 -2.70951629],[ 151.16049194  108.77064514],[ 142.29058838  102.91755676],[ 0.32819876  0.50527787],[ 0.13531071  0.16874096],[ 0.10138065  0.1370694 ],[False  True  True False False False False False False False]
274335,1791189681,2,0,0,0,0.037544,[ 327.58300781  291.82391357],[-1.14024079  0.57025039],[-0.54403222  2.72584605],[ 86.002388    77.34114075],[ 62.02043533  61.637043  ],[ 0.23095623  0.18295324],[ 0.12136742  0.14369595],[ 0.10454404  0.12251797],[False  True False False False False False False False False]
274335,1790042037,2,0,0,1,0.536981,[ 355.72860718  311.55953979],[ 0.82902151 -0.27466595],[-1.23461473  1.88183999],[ 135.38478088   92.83126831],[ 127.90087128   82.7161026 ],[ 0.29569718  0.30114049],[ 0.09475261  0.09939303],[ 0.08930266  0.08556554],[False  True  True False False False False False False False]
